"YEAR","QUARTER","MONTH","DAY_OF_MONTH","DAY_OF_WEEK","FL_DATE","UNIQUE_CARRIER","AIRLINE_ID","CARRIER","TAIL_NUM","FL_NUM","ORIGIN_AIRPORT_ID","ORIGIN_AIRPORT_SEQ_ID","ORIGIN_CITY_MARKET_ID","ORIGIN","ORIGIN_CITY_NAME","ORIGIN_STATE_ABR","ORIGIN_STATE_FIPS","ORIGIN_STATE_NM","ORIGIN_WAC","DEST_AIRPORT_ID","DEST_AIRPORT_SEQ_ID","DEST_CITY_MARKET_ID","DEST","DEST_CITY_NAME","DEST_STATE_ABR","DEST_STATE_FIPS","DEST_STATE_NM","DEST_WAC","CRS_DEP_TIME","DEP_TIME","DEP_DELAY","DEP_DELAY_NEW","DEP_DEL15","DEP_DELAY_GROUP","DEP_TIME_BLK","TAXI_OUT","WHEELS_OFF","WHEELS_ON","TAXI_IN","CRS_ARR_TIME","ARR_TIME","ARR_DELAY","ARR_DELAY_NEW","ARR_DEL15","ARR_DELAY_GROUP","ARR_TIME_BLK","CANCELLED","CANCELLATION_CODE","DIVERTED","CRS_ELAPSED_TIME","ACTUAL_ELAPSED_TIME","AIR_TIME","FLIGHTS","DISTANCE","DISTANCE_GROUP","CARRIER_DELAY","WEATHER_DELAY","NAS_DELAY","SECURITY_DELAY","LATE_AIRCRAFT_DELAY","FIRST_DEP_TIME","TOTAL_ADD_GTIME","LONGEST_ADD_GTIME"
2017,1,1,5,4,"2017-01-05","AA",19805,"AA","N483AA",2458,14122,1412202,30198,"PIT","Pittsburgh, PA","PA",42,"Pennsylvania",23,11298,1129804,30194,"DFW","Dallas/Fort Worth, TX","TX",48,"Texas",74,1850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2109,NA,NA,NA,NA,NA,NA,NA,NA,NA,199,NA,NA,1,1067,5,NA,NA,NA,NA,NA,NA,NA,NA
2017,1,1,5,4,"2017-01-05","WN",19393,"WN","N8657B",270,14122,1412202,30198,"PIT","Pittsburgh, PA","PA",42,"Pennsylvania",23,13204,1320402,31454,"MCO","Orlando, FL","FL",12,"Florida",33,1900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2130,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,NA,NA,1,834,4,NA,NA,NA,NA,NA,NA,NA,NA
2017,1,1,5,4,"2017-01-05","AA",19805,"AA","N803AA",1834,14122,1412202,30198,"PIT","Pittsburgh, PA","PA",42,"Pennsylvania",23,11057,1105703,31057,"CLT","Charlotte, NC","NC",37,"North Carolina",36,1905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2040,NA,NA,NA,NA,NA,NA,NA,NA,NA,95,NA,NA,1,366,2,NA,NA,NA,NA,NA,NA,NA,NA
2017,1,1,5,4,"2017-01-05","WN",19393,"WN","N7727A",606,14122,1412202,30198,"PIT","Pittsburgh, PA","PA",42,"Pennsylvania",23,13232,1323202,30977,"MDW","Chicago, IL","IL",17,"Illinois",41,2140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2215,NA,NA,NA,NA,NA,NA,NA,NA,NA,95,NA,NA,1,402,2,NA,NA,NA,NA,NA,NA,NA,NA
2017,1,1,6,5,"2017-01-06","WN",19393,"WN","N8634A",1375,14122,1412202,30198,"PIT","Pittsburgh, PA","PA",42,"Pennsylvania",23,11697,1169704,32467,"FLL","Fort Lauderdale, FL","FL",12,"Florida",33,545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,835,NA,NA,NA,NA,NA,NA,NA,NA,NA,170,NA,NA,1,994,4,NA,NA,NA,NA,NA,NA,NA,NA
2017,1,1,6,5,"2017-01-06","WN",19393,"WN","N7850B",1831,14122,1412202,30198,"PIT","Pittsburgh, PA","PA",42,"Pennsylvania",23,13204,1320402,31454,"MCO","Orlando, FL","FL",12,"Florida",33,555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,825,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,NA,NA,1,834,4,NA,NA,NA,NA,NA,NA,NA,NA
2017,1,1,6,5,"2017-01-06","AA",19805,"AA","N808AA",727,14122,1412202,30198,"PIT","Pittsburgh, PA","PA",42,"Pennsylvania",23,12892,1289204,32575,"LAX","Los Angeles, CA","CA",6,"California",91,600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,844,NA,NA,NA,NA,NA,NA,NA,NA,NA,344,NA,NA,1,2136,9,NA,NA,NA,NA,NA,NA,NA,NA
2017,1,1,6,5,"2017-01-06","AA",19805,"AA","N740AA",1756,14122,1412202,30198,"PIT","Pittsburgh, PA","PA",42,"Pennsylvania",23,11057,1105703,31057,"CLT","Charlotte, NC","NC",37,"North Carolina",36,700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,842,NA,NA,NA,NA,NA,NA,NA,NA,NA,102,NA,NA,1,366,2,NA,NA,NA,NA,NA,NA,NA,NA
2017,1,1,8,7,"2017-01-08","AA",19805,"AA","N751AA",1821,14122,1412202,30198,"PIT","Pittsburgh, PA","PA",42,"Pennsylvania",23,14107,1410702,30466,"PHX","Phoenix, AZ","AZ",4,"Arizona",81,700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1004,NA,NA,NA,NA,NA,NA,NA,NA,NA,304,NA,NA,1,1814,8,NA,NA,NA,NA,NA,NA,NA,NA
2017,1,1,8,7,"2017-01-08","WN",19393,"WN","N8502Z",4495,14122,1412202,30198,"PIT","Pittsburgh, PA","PA",42,"Pennsylvania",23,13204,1320402,31454,"MCO","Orlando, FL","FL",12,"Florida",33,710,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,940,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,NA,NA,1,834,4,NA,NA,NA,NA,NA,NA,NA,NA
